feature,stage,complexity,formula,parents,template_rule,required_manuscript_template,protected_anchor,family,unit_group,parent_families,parent_unit_groups,parent_scopes
(coval_r_B_coval_r_X)+(MagpieData mean CovalentRadius _B),level1_optional,1,(coval_r_B_coval_r_X) + (MagpieData mean CovalentRadius _B),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _B,optional_pairwise_add,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | B
(coval_r_B_coval_r_X)+(MagpieData mean CovalentRadius _X),level1_optional,1,(coval_r_B_coval_r_X) + (MagpieData mean CovalentRadius _X),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _X,optional_pairwise_add,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | X
(coval_r_B_coval_r_X)-(MagpieData maximum CovalentRadius _B),level1_optional,1,(coval_r_B_coval_r_X) - (MagpieData maximum CovalentRadius _B),coval_r_B_coval_r_X | MagpieData maximum CovalentRadius _B,optional_pairwise_sub,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | B
(coval_r_B_coval_r_X)-(MagpieData mean CovalentRadius _B),level1_optional,1,(coval_r_B_coval_r_X) - (MagpieData mean CovalentRadius _B),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _B,optional_pairwise_sub,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | B
(coval_r_B_coval_r_X)-(MagpieData mean CovalentRadius _X),level1_optional,1,(coval_r_B_coval_r_X) - (MagpieData mean CovalentRadius _X),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _X,optional_pairwise_sub,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | X
(coval_r_B_coval_r_X)/(B_ionic_radius),level1_optional,1,(coval_r_B_coval_r_X) / (B_ionic_radius),coval_r_B_coval_r_X | B_ionic_radius,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | ionic_radius,length_like | length_like,global | global
(coval_r_B_coval_r_X)/(B_shannon_rad),level1_optional,1,(coval_r_B_coval_r_X) / (B_shannon_rad),coval_r_B_coval_r_X | B_shannon_rad,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | shannon_radius,length_like | length_like,global | global
(coval_r_B_coval_r_X)/(MagpieData maximum CovalentRadius _B),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData maximum CovalentRadius _B),coval_r_B_coval_r_X | MagpieData maximum CovalentRadius _B,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | B
(coval_r_B_coval_r_X)/(MagpieData maximum GSvolume_pa _B),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData maximum GSvolume_pa _B),coval_r_B_coval_r_X | MagpieData maximum GSvolume_pa _B,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | volume,length_like | length_like,global | B
(coval_r_B_coval_r_X)/(MagpieData mean CovalentRadius _B),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData mean CovalentRadius _B),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _B,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | B
(coval_r_B_coval_r_X)/(MagpieData mean CovalentRadius _X),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData mean CovalentRadius _X),coval_r_B_coval_r_X | MagpieData mean CovalentRadius _X,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | covalent_radius,length_like | length_like,global | X
(coval_r_B_coval_r_X)/(MagpieData mean GSvolume_pa _B),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData mean GSvolume_pa _B),coval_r_B_coval_r_X | MagpieData mean GSvolume_pa _B,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | volume,length_like | length_like,global | B
(coval_r_B_coval_r_X)/(MagpieData mean GSvolume_pa _X),level1_optional,1,(coval_r_B_coval_r_X) / (MagpieData mean GSvolume_pa _X),coval_r_B_coval_r_X | MagpieData mean GSvolume_pa _X,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | volume,length_like | length_like,global | X
(coval_r_B_coval_r_X)/(X_ionic_radius),level1_optional,1,(coval_r_B_coval_r_X) / (X_ionic_radius),coval_r_B_coval_r_X | X_ionic_radius,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | ionic_radius,length_like | length_like,global | global
(coval_r_B_coval_r_X)/(X_shannon_rad),level1_optional,1,(coval_r_B_coval_r_X) / (X_shannon_rad),coval_r_B_coval_r_X | X_shannon_rad,optional_pairwise_div,False,False,covalent_radius,length_like,covalent_radius | shannon_radius,length_like | length_like,global | global
(vB+6*vX)/pf,level1_template,1,(GSvolume_B + 6*GSvolume_X) / packing_fraction,MagpieData mean GSvolume_pa _B | MagpieData mean GSvolume_pa _X | packing fraction,weighted_sum_ratio,True,False,volume,length_like,,,
Electronegativity_B-6X,level1_template,1,electronegativity_B - 6*electronegativity_X,MagpieData mean Electronegativity _B | MagpieData mean Electronegativity _X,weighted_lhs_minus_rhs,True,False,electronegativity_contrast,electronegativity,,,
Electronegativity_B-X,level1_template,1,electronegativity_B - electronegativity_X,MagpieData mean Electronegativity _B | MagpieData mean Electronegativity _X,sub,True,False,electronegativity_contrast,electronegativity,,,
EnB/IrB,level1_template,1,electronegativity_B / ionic_radius_B,MagpieData mean Electronegativity _B | B_ionic_radius,ratio,True,False,electronegativity_ionic_radius_ratio,electronegativity_per_ionic_radius,,,
EnB/SIrB,level1_template,1,electronegativity_B / shannon_radius_B,MagpieData mean Electronegativity _B | B_shannon_rad,ratio,True,False,electronegativity_shannon_radius_ratio,electronegativity_per_shannon_radius,,,
EnB/rB,level1_template,1,electronegativity_B / covalent_radius_B,MagpieData mean Electronegativity _B | MagpieData mean CovalentRadius _B,ratio,True,False,electronegativity_covalent_radius_ratio,electronegativity_per_covalent_radius,,,
EnX/IrX,level1_template,1,electronegativity_X / ionic_radius_X,MagpieData mean Electronegativity _X | X_ionic_radius,ratio,True,False,electronegativity_ionic_radius_ratio,electronegativity_per_ionic_radius,,,
EnX/SIrX,level1_template,1,electronegativity_X / shannon_radius_X,MagpieData mean Electronegativity _X | X_shannon_rad,ratio,True,False,electronegativity_shannon_radius_ratio,electronegativity_per_shannon_radius,,,
EnX/rX,level1_template,1,electronegativity_X / covalent_radius_X,MagpieData mean Electronegativity _X | MagpieData mean CovalentRadius _X,ratio,True,False,electronegativity_covalent_radius_ratio,electronegativity_per_covalent_radius,,,
I_r_6X-B,level1_template,1,-ionic_radius_B + 6*ionic_radius_X,B_ionic_radius | X_ionic_radius,weighted_rhs_minus_lhs,True,False,ionic_radius_contrast,length_like,,,
I_r_X-B,level1_template,1,-ionic_radius_B + ionic_radius_X,B_ionic_radius | X_ionic_radius,weighted_rhs_minus_lhs,True,False,ionic_radius_contrast,length_like,,,
Ir_B_Ir_X,level1_template,1,ionic_radius_B / ionic_radius_X,B_ionic_radius | X_ionic_radius,ratio,True,False,ionic_radius_ratio,dimensionless,,,
SI_r_6X-B,level1_template,1,-shannon_radius_B + 6*shannon_radius_X,B_shannon_rad | X_shannon_rad,weighted_rhs_minus_lhs,True,False,shannon_radius_contrast,length_like,,,
SIr_B_SIr_X,level1_template,1,shannon_radius_B / shannon_radius_X,B_shannon_rad | X_shannon_rad,ratio,True,False,shannon_radius_ratio,dimensionless,,,
coval_r_6X-B,level1_template,1,-covalent_radius_B + 6*covalent_radius_X,MagpieData mean CovalentRadius _B | MagpieData mean CovalentRadius _X,weighted_rhs_minus_lhs,True,False,covalent_radius_contrast,length_like,,,
cr_B_cr_X,level1_template,1,covalent_radius_B / covalent_radius_X,MagpieData mean CovalentRadius _B | MagpieData mean CovalentRadius _X,ratio,True,False,covalent_radius_ratio,dimensionless,,,
(Electronegativity_B-6X)+(Electronegativity_B-X),level2_optional,2,(Electronegativity_B-6X) + (Electronegativity_B-X),Electronegativity_B-6X | Electronegativity_B-X,optional_pairwise_add,False,False,electronegativity,electronegativity,electronegativity_contrast | electronegativity_contrast,electronegativity | electronegativity,B | B
(Electronegativity_B-6X)-(Electronegativity_B-X),level2_optional,2,(Electronegativity_B-6X) - (Electronegativity_B-X),Electronegativity_B-6X | Electronegativity_B-X,optional_pairwise_sub,False,False,electronegativity,electronegativity,electronegativity_contrast | electronegativity_contrast,electronegativity | electronegativity,B | B
(Electronegativity_B-6X)/(Electronegativity_B-X),level2_optional,2,(Electronegativity_B-6X) / (Electronegativity_B-X),Electronegativity_B-6X | Electronegativity_B-X,optional_pairwise_div,False,False,electronegativity,electronegativity,electronegativity_contrast | electronegativity_contrast,electronegativity | electronegativity,B | B
(EnB-6*EnX)/Ir_B-6X,level2_template,2,(electronegativity_B - 6*electronegativity_X) / (-ionic_radius_B + 6*ionic_radius_X),Electronegativity_B-6X | I_r_6X-B,ratio,True,False,electronegativity_ionic_radius_contrast_ratio,electronegativity_per_ionic_radius,,,
(EnB-6*EnX)/SIr_B-6X,level2_template,2,(electronegativity_B - 6*electronegativity_X) / (-shannon_radius_B + 6*shannon_radius_X),Electronegativity_B-6X | SI_r_6X-B,ratio,True,False,electronegativity_shannon_radius_contrast_ratio,electronegativity_per_shannon_radius,,,
(EnB-6*EnX)/coval_r_B-6X,level2_template,2,(electronegativity_B - 6*electronegativity_X) / (-covalent_radius_B + 6*covalent_radius_X),Electronegativity_B-6X | coval_r_6X-B,ratio,True,False,electronegativity_covalent_radius_contrast_ratio,electronegativity_per_covalent_radius,,,
EnB/IrB-6*EnX/IrX,level2_template,2,(EnB/IrB) - 6*(EnX/IrX),EnB/IrB | EnX/IrX,weighted_lhs_minus_rhs,True,False,electronegativity_ionic_radius_ratio,electronegativity_per_ionic_radius,,,
EnB/SIrB-6*EnX/SIrX,level2_template,2,(EnB/SIrB) - 6*(EnX/SIrX),EnB/SIrB | EnX/SIrX,weighted_lhs_minus_rhs,True,False,electronegativity_shannon_radius_ratio,electronegativity_per_shannon_radius,,,
EnB/rB-6*EnX/rX,level2_template,2,(EnB/rB) - 6*(EnX/rX),EnB/rB | EnX/rX,weighted_lhs_minus_rhs,True,False,electronegativity_covalent_radius_ratio,electronegativity_per_covalent_radius,,,
